comparison,coefficient,n,mean,std,se,ci_low,ci_high
market_minus_administered,borrower_leverage,30,0.011838382098819752,0.0004345954136271891,7.934590381063318e-05,0.011682864127350912,0.011993900070288593
market_minus_administered,borrower_risk,30,0.0030293612490447167,0.0003293143425391486,6.0124297972891596e-05,0.0029115176250178493,0.003147204873071584
market_minus_administered,reserve_buffer,30,-0.0014451032284271918,0.001073725654936461,0.00019603458726023595,-0.0018293310194572542,-0.0010608754373971293
market_minus_administered,capital_buffer,30,-0.004404864256770768,0.000972880171942741,0.00017762280530751463,-0.004753004955173497,-0.00405672355836804
market_minus_administered,expected_inflation,30,0.9784877040831033,0.026368335494819,0.004814177384792171,0.9690519164089106,0.9879234917572959
