run_id,scenario_id,rate_regime,replication,parameter_set_id,cumulative_new_credit,cumulative_output,shock
c7cc5c9b2a568d5c9fdb368a,local_base_credit_demand_minus10_baseline,administered,4,v0.4-local-sensitivity-1-base_credit_demand_minus10,12.713232793420287,2563.953249313493,False
e9b911ed27217e535a8f23f4,local_base_credit_demand_minus10_baseline,administered,5,v0.4-local-sensitivity-1-base_credit_demand_minus10,4.884015475742686,2863.5433539436435,False
165e65621bc841338547a3f3,local_base_credit_demand_minus10_baseline,administered,6,v0.4-local-sensitivity-1-base_credit_demand_minus10,6.419691972862724,2995.363710664214,False
38573c5930dd2c2ed2b527a9,local_base_credit_demand_minus10_baseline,administered,7,v0.4-local-sensitivity-1-base_credit_demand_minus10,4.275122383674959,2991.6735704146736,False
98c85e8225b952545cf3732f,local_base_credit_demand_minus10_baseline,administered,8,v0.4-local-sensitivity-1-base_credit_demand_minus10,2.1726031785889135,3082.9305309300494,False
e276930bbd286971b67862cc,local_base_credit_demand_minus10_baseline,administered,9,v0.4-local-sensitivity-1-base_credit_demand_minus10,15.250272634224114,2932.2517204985706,False
b3379d5c7bc49fa7d89d295b,local_base_credit_demand_minus10_baseline,market,0,v0.4-local-sensitivity-1-base_credit_demand_minus10,4.177004820770943,2710.3830716950806,False
b6832afbccb9235e3502dedd,local_base_credit_demand_minus10_baseline,market,1,v0.4-local-sensitivity-1-base_credit_demand_minus10,3.3219803440359517,2759.460047493113,False
8228645af8293e7dbc2e1349,local_base_credit_demand_minus10_baseline,market,2,v0.4-local-sensitivity-1-base_credit_demand_minus10,3.9247025161606173,2831.816522638762,False
b71e3da083b8d6eede9d3d20,local_base_credit_demand_minus10_baseline,market,3,v0.4-local-sensitivity-1-base_credit_demand_minus10,5.480566727924292,3011.540841790241,False
1b172d31ec7492a11c6b4fe1,local_base_credit_demand_minus10_baseline,market,4,v0.4-local-sensitivity-1-base_credit_demand_minus10,6.041238515947236,2559.1980736954456,False
59b7ae9717998aa03e5242c0,local_base_credit_demand_minus10_baseline,market,5,v0.4-local-sensitivity-1-base_credit_demand_minus10,1.1633939601476118,2854.0521609566413,False
3179e838c1fa969143779b89,local_base_credit_demand_minus10_baseline,market,6,v0.4-local-sensitivity-1-base_credit_demand_minus10,5.6067178802294535,2989.533962361226,False
cd0bafe0fb918de93affd4ea,local_base_credit_demand_minus10_baseline,market,7,v0.4-local-sensitivity-1-base_credit_demand_minus10,2.242687152091782,2987.436320464624,False
88010ebe853671e6ec26cdbd,local_base_credit_demand_minus10_baseline,market,8,v0.4-local-sensitivity-1-base_credit_demand_minus10,0.0,3078.8962940923034,False
c125b8fb16ab1fd56bdb5d01,local_base_credit_demand_minus10_baseline,market,9,v0.4-local-sensitivity-1-base_credit_demand_minus10,7.106514913190834,2920.798511981914,False
c4447f7d916cb69d35ccbdda,local_base_credit_demand_minus10_shock,administered,0,v0.4-local-sensitivity-1-base_credit_demand_minus10,15.17318026337096,2773.890166403511,True
789761c4179847e8cf4c0bb5,local_base_credit_demand_minus10_shock,administered,1,v0.4-local-sensitivity-1-base_credit_demand_minus10,13.936198131045337,2825.94086408822,True
d6f5e825bdd62184942bba6a,local_base_credit_demand_minus10_shock,administered,2,v0.4-local-sensitivity-1-base_credit_demand_minus10,13.475943414011603,2893.8043456747223,True
a80a1a0e151c0a8ecd9c4451,local_base_credit_demand_minus10_shock,administered,3,v0.4-local-sensitivity-1-base_credit_demand_minus10,13.060148462259486,3046.0481061058545,True
03b99d617b2d8eb7f7f44ab7,local_base_credit_demand_minus10_shock,administered,4,v0.4-local-sensitivity-1-base_credit_demand_minus10,16.83066623671379,2652.8395324956496,True
dbf954629dd9778bb34f34ef,local_base_credit_demand_minus10_shock,administered,5,v0.4-local-sensitivity-1-base_credit_demand_minus10,7.341296224425441,2869.0646863184284,True
2c8f7786ebe3f0617138cf52,local_base_credit_demand_minus10_shock,administered,6,v0.4-local-sensitivity-1-base_credit_demand_minus10,8.85511005208739,2998.617785259034,True
7e83a7dd33b27cc2f9754509,local_base_credit_demand_minus10_shock,administered,7,v0.4-local-sensitivity-1-base_credit_demand_minus10,6.349607999359856,2994.1371190950854,True
bcbccfdd1b70a7000ab8a451,local_base_credit_demand_minus10_shock,administered,8,v0.4-local-sensitivity-1-base_credit_demand_minus10,2.3828550990975184,3085.1883456809815,True
d7fe4d75c868c4c2975f2fdb,local_base_credit_demand_minus10_shock,administered,9,v0.4-local-sensitivity-1-base_credit_demand_minus10,20.22623475292776,2964.3860330914968,True
e8d8914b03f97025027610ca,local_base_credit_demand_minus10_shock,market,0,v0.4-local-sensitivity-1-base_credit_demand_minus10,8.073673747530414,2763.1286555074753,True
0a17b65deb6a703a5481dd9e,local_base_credit_demand_minus10_shock,market,1,v0.4-local-sensitivity-1-base_credit_demand_minus10,6.216448449704408,2813.2501380612,True
f26c3be5e8580629761a6520,local_base_credit_demand_minus10_shock,market,2,v0.4-local-sensitivity-1-base_credit_demand_minus10,7.7197496813409305,2887.0220430368026,True
5a8e493c9f5061593fa25c03,local_base_credit_demand_minus10_shock,market,3,v0.4-local-sensitivity-1-base_credit_demand_minus10,9.096899760672287,3039.472883903578,True
b4f7f0dbf3782ca2ca10e433,local_base_credit_demand_minus10_shock,market,4,v0.4-local-sensitivity-1-base_credit_demand_minus10,9.335185270582038,2645.517306271876,True
3bf61e2cabc6d00ac435f6dd,local_base_credit_demand_minus10_shock,market,5,v0.4-local-sensitivity-1-base_credit_demand_minus10,3.54624905924513,2860.1123588188157,True
177f2f6b2c75e73638e02f0f,local_base_credit_demand_minus10_shock,market,6,v0.4-local-sensitivity-1-base_credit_demand_minus10,6.307557615258135,2990.6122241562935,True
6d1464358a1d390b39d88be1,local_base_credit_demand_minus10_shock,market,7,v0.4-local-sensitivity-1-base_credit_demand_minus10,3.311467748010522,2988.843631708615,True
3f658cfabec98f71f126331a,local_base_credit_demand_minus10_shock,market,8,v0.4-local-sensitivity-1-base_credit_demand_minus10,0.8410076820344181,3082.2269570885974,True
2cf8f21c85ba7866a86c08f9,local_base_credit_demand_minus10_shock,market,9,v0.4-local-sensitivity-1-base_credit_demand_minus10,13.042627468883769,2953.7185081956704,True
ae6d3f6686a207340dba37d7,local_base_credit_demand_plus10_baseline,administered,0,v0.4-local-sensitivity-1-base_credit_demand_plus10,12.214857870733226,2957.8805480425312,False
663e0ec20b3fe7d6d4bf213d,local_base_credit_demand_plus10_baseline,administered,1,v0.4-local-sensitivity-1-base_credit_demand_plus10,9.593717261725953,2962.7911269335523,False
318705216ae3bd216b6c3f04,local_base_credit_demand_plus10_baseline,administered,2,v0.4-local-sensitivity-1-base_credit_demand_plus10,10.863531020054545,3013.930861420511,False
a1e2f15932778c9f08b26fa8,local_base_credit_demand_plus10_baseline,administered,3,v0.4-local-sensitivity-1-base_credit_demand_plus10,9.985864343079486,2820.451080885435,False
c8dddaba12a04266727610be,local_base_credit_demand_plus10_baseline,administered,4,v0.4-local-sensitivity-1-base_credit_demand_plus10,10.758668643506965,2827.028986349288,False
8bcbb862da7d3f5693d0af32,local_base_credit_demand_plus10_baseline,administered,5,v0.4-local-sensitivity-1-base_credit_demand_plus10,25.44048238154116,2976.985438648116,False
c127b2ed21e157464b1d37be,local_base_credit_demand_plus10_baseline,administered,6,v0.4-local-sensitivity-1-base_credit_demand_plus10,3.563380697212498,2868.1217790343544,False
ce043cbc09a4fd51c67b7724,local_base_credit_demand_plus10_baseline,administered,7,v0.4-local-sensitivity-1-base_credit_demand_plus10,16.155134603227822,3018.83388799043,False
80f83d9519d72097a4bc5de1,local_base_credit_demand_plus10_baseline,administered,8,v0.4-local-sensitivity-1-base_credit_demand_plus10,11.286684704278063,2908.534520367528,False
eddecf7c91aa19e771fff3d3,local_base_credit_demand_plus10_baseline,administered,9,v0.4-local-sensitivity-1-base_credit_demand_plus10,5.4821241495576905,2963.694348646093,False
39a1be2a0c19ada25e35da80,local_base_credit_demand_plus10_baseline,market,0,v0.4-local-sensitivity-1-base_credit_demand_plus10,7.41799923987025,2948.0952469394483,False
e051bb8c0b46caf5ba6bd8d7,local_base_credit_demand_plus10_baseline,market,1,v0.4-local-sensitivity-1-base_credit_demand_plus10,2.5354824191704304,2947.6070744906283,False
02f53181c3b345391b38eedf,local_base_credit_demand_plus10_baseline,market,2,v0.4-local-sensitivity-1-base_credit_demand_plus10,5.961810012643988,3002.3702778706147,False
cd1b328e5cc60cf6589d5d74,local_base_credit_demand_plus10_baseline,market,3,v0.4-local-sensitivity-1-base_credit_demand_plus10,4.162988026070369,2811.3845039668067,False
b6178fe4189f6a7dfafe2a32,local_base_credit_demand_plus10_baseline,market,4,v0.4-local-sensitivity-1-base_credit_demand_plus10,5.996073288578722,2818.6116789347843,False
116241eb4cf96505aee2759d,local_base_credit_demand_plus10_baseline,market,5,v0.4-local-sensitivity-1-base_credit_demand_plus10,8.34310769010811,2953.8391175149927,False
7bafd75c04dabd1a8e46c8d2,local_base_credit_demand_plus10_baseline,market,6,v0.4-local-sensitivity-1-base_credit_demand_plus10,0.0,2862.7702848658287,False
323d212338c74354f61d0ca0,local_base_credit_demand_plus10_baseline,market,7,v0.4-local-sensitivity-1-base_credit_demand_plus10,10.501694073996447,3011.767557048643,False
72cdb0791ecf19f5553adfd0,local_base_credit_demand_plus10_baseline,market,8,v0.4-local-sensitivity-1-base_credit_demand_plus10,5.670572167198733,2902.8940376606106,False
bc040e274bfd586fed0a3ccf,local_base_credit_demand_plus10_baseline,market,9,v0.4-local-sensitivity-1-base_credit_demand_plus10,2.7410620747788452,2960.3925770249143,False
4f3c3488f8881966ad846d93,local_base_credit_demand_plus10_shock,administered,0,v0.4-local-sensitivity-1-base_credit_demand_plus10,16.005232771013343,2963.254761025417,True
06b15d1df574b4e79ef32d72,local_base_credit_demand_plus10_shock,administered,1,v0.4-local-sensitivity-1-base_credit_demand_plus10,15.899727294180451,2979.6052234953463,True
12bb424a7bbb69ab207f2d7d,local_base_credit_demand_plus10_shock,administered,2,v0.4-local-sensitivity-1-base_credit_demand_plus10,14.283503155292884,3021.8310440232385,True
f1f4861daf8351d2258d572e,local_base_credit_demand_plus10_shock,administered,3,v0.4-local-sensitivity-1-base_credit_demand_plus10,16.1413415445784,2873.9046748452893,True
377df84c1ecc14031fd19198,local_base_credit_demand_plus10_shock,administered,4,v0.4-local-sensitivity-1-base_credit_demand_plus10,13.671047097959487,2853.963236910678,True
059b7155ce3462c3c74ee911,local_base_credit_demand_plus10_shock,administered,5,v0.4-local-sensitivity-1-base_credit_demand_plus10,31.111054548739887,2984.009262441887,True
817fc13eafb67fc2b3d62d01,local_base_credit_demand_plus10_shock,administered,6,v0.4-local-sensitivity-1-base_credit_demand_plus10,4.933911734601919,2869.4206299093808,True
50d56c8f233f513fa60e178a,local_base_credit_demand_plus10_shock,administered,7,v0.4-local-sensitivity-1-base_credit_demand_plus10,18.5021690047572,3022.476530194634,True
29cf721fe62ab9025a1d0b77,local_base_credit_demand_plus10_shock,administered,8,v0.4-local-sensitivity-1-base_credit_demand_plus10,17.881147128440116,2992.999565386762,True
0cdc1f721de993417e34046a,local_base_credit_demand_plus10_shock,administered,9,v0.4-local-sensitivity-1-base_credit_demand_plus10,5.824756908905046,2964.177337026996,True
66b106b199b9d3c6861aee3d,local_base_credit_demand_plus10_shock,market,0,v0.4-local-sensitivity-1-base_credit_demand_plus10,10.394621336700398,2953.018628847621,True
9c29397c0c21351a458d4819,local_base_credit_demand_plus10_shock,market,1,v0.4-local-sensitivity-1-base_credit_demand_plus10,6.565700250993702,2961.9471118997344,True
d93a849c1b54e4fd3a1d784c,local_base_credit_demand_plus10_shock,market,2,v0.4-local-sensitivity-1-base_credit_demand_plus10,9.01124157083545,3010.2872126005527,True
d3914e6fbeb54baec7390d32,local_base_credit_demand_plus10_shock,market,3,v0.4-local-sensitivity-1-base_credit_demand_plus10,7.880553464989178,2860.2895080240082,True
fdfb89cd5d35fcfcb518b572,local_base_credit_demand_plus10_shock,market,4,v0.4-local-sensitivity-1-base_credit_demand_plus10,9.276781959329654,2844.93712265509,True
8b98902b687ccb520e287592,local_base_credit_demand_plus10_shock,market,5,v0.4-local-sensitivity-1-base_credit_demand_plus10,14.784603565838387,2962.8245884747084,True
