outcome,estimate,lower_95,upper_95,n,standardized_effect,p_value,p_value_holm
cumulative_new_credit,-0.14453786220368392,-0.2166379044257176,-0.07106538852557862,809,-0.1380820619329489,0.00029997000299970003,0.00029997000299970003
cumulative_output,-0.3511939027980234,-0.454842287044718,-0.24839908185955836,809,-0.23415740702273208,9.999000099990002e-05,0.00019998000199980003
