run_id,regime,seed,coefficient,value
06223f3f0705fb1f-b3fbbc353b0c,administered,10015,expected_inflation,0.011651601310986876
374c53306098b68b-2d8d756bf9b9,administered,10016,borrower_leverage,0.005100914494831505
374c53306098b68b-2d8d756bf9b9,administered,10016,borrower_risk,0.0011537622320377384
374c53306098b68b-2d8d756bf9b9,administered,10016,reserve_buffer,0.004089038317725932
374c53306098b68b-2d8d756bf9b9,administered,10016,expected_inflation,0.01162388904507615
10d80a5b867226b4-096931341c3f,administered,10017,borrower_leverage,0.005150708274943272
10d80a5b867226b4-096931341c3f,administered,10017,borrower_risk,0.001128986763866505
10d80a5b867226b4-096931341c3f,administered,10017,reserve_buffer,0.0035927126727176555
10d80a5b867226b4-096931341c3f,administered,10017,expected_inflation,0.010633950159192211
ee9616761ea70b42-d1c044db6ee1,administered,10018,borrower_leverage,0.005051086761861113
ee9616761ea70b42-d1c044db6ee1,administered,10018,borrower_risk,0.001198869889177505
ee9616761ea70b42-d1c044db6ee1,administered,10018,reserve_buffer,0.003588493038716877
ee9616761ea70b42-d1c044db6ee1,administered,10018,expected_inflation,0.010004212414930847
6562a1e7340c5087-534f34082bce,administered,10019,borrower_leverage,0.005197646679447711
6562a1e7340c5087-534f34082bce,administered,10019,borrower_risk,0.001131579648444351
6562a1e7340c5087-534f34082bce,administered,10019,reserve_buffer,0.004129553419559409
6562a1e7340c5087-534f34082bce,administered,10019,expected_inflation,0.011890605058874971
29a3b383bbc1f69c-e048337ee9e9,administered,10020,borrower_leverage,0.004906602228225692
29a3b383bbc1f69c-e048337ee9e9,administered,10020,borrower_risk,0.0012052588883707978
29a3b383bbc1f69c-e048337ee9e9,administered,10020,reserve_buffer,0.0039008819069384654
29a3b383bbc1f69c-e048337ee9e9,administered,10020,expected_inflation,0.010875664432886586
cd0ba7a86ef719f4-5482448e2e03,administered,10021,borrower_leverage,0.005103386734783383
cd0ba7a86ef719f4-5482448e2e03,administered,10021,borrower_risk,0.0011867766571661486
cd0ba7a86ef719f4-5482448e2e03,administered,10021,reserve_buffer,0.0035663212699796444
