outcome,estimate,lower_95,upper_95,n,standardized_effect,p_value,p_value_holm
cumulative_new_credit,-0.2987616844138709,-0.7152806920701319,0.09085565143960721,20,-0.31318436598444954,0.17988201179882013,0.35976402359764026
cumulative_output,-0.18686543546787107,-0.8515559088360317,0.4224055346352323,20,-0.1239358553641537,0.5874412558744125,0.5874412558744125
