comparison,outcome,estimate,lower_95,upper_95,n,standardized_effect,p_value,required_matched_seeds
reserve_low_vs_high_unavailable,cumulative_new_credit,2.1766487824730754,1.1555581658656982,3.406827881275482,20,0.820260022801669,9.999000099990002e-05,19
reserve_low_vs_high_unavailable,unresolved_liquidity_shortfall,-1.011700371023661,-1.2234007995136513,-0.7999762848285568,20,-2.013161783909725,9.999000099990002e-05,4
facility_unavailable_vs_penalty_low_reserve,cumulative_new_credit,1.493350226769951,0.5161064449497955,2.663915727300186,20,0.5836837318767365,0.0028997100289971,37
facility_unavailable_vs_penalty_low_reserve,unresolved_liquidity_shortfall,-1.011700371023661,-1.2234007995136513,-0.7999762848285568,20,-2.013161783909725,9.999000099990002e-05,4
