scenario_id,mean_opening_deposit_hhi,outcome,estimate,lower_95,upper_95,n,standardized_effect,p_value,p_value_holm
addendum_concentration_100_5_high,0.3229255015816858,credit_weighted_productivity,0.06807502005747951,0.059370335648006145,0.07713323918902305,25,2.939446643608939,9.999000099990002e-05,0.00019998000199980003
addendum_concentration_100_5_high,0.3229255015816858,mean_unfunded_share,0.5033997358286247,0.4742417309893017,0.5355807028613301,25,6.347130456444945,9.999000099990002e-05,0.00019998000199980003
addendum_concentration_30_5_high,0.2906442621565995,credit_weighted_productivity,0.06470985883617938,0.05292072018501666,0.07717518586076756,25,1.994366546684125,9.999000099990002e-05,0.00019998000199980003
addendum_concentration_30_5_high,0.2906442621565995,mean_unfunded_share,0.5970061585620576,0.5526509939661413,0.6395137827838775,25,5.275572474805735,9.999000099990002e-05,0.00019998000199980003
addendum_concentration_30_5_low,0.20116553401186035,credit_weighted_productivity,0.0658865666963177,0.055526726862876116,0.07624257388762455,25,2.4466741125414253,9.999000099990002e-05,0.00019998000199980003
addendum_concentration_30_5_low,0.20116553401186035,mean_unfunded_share,0.6166324250162593,0.5765426526184825,0.6588185661199067,25,5.730881086158546,9.999000099990002e-05,0.00019998000199980003
