parameter_set_id,outcome,matched_seeds,mean_effect,standard_deviation,minimum_effect,maximum_effect,positive_seed_share,production_alpha,investment_share,base_credit_demand,risk_price,liquidity_price,capital_price
lhs-074,cumulative_new_credit,5,69.62882785832146,42.019155839714685,35.886404088117104,137.1266014351529,1.0,0.3873877351059972,0.3997959983947032,12.251121663496118,0.03312521834846003,0.035784950500507076,0.015561529637367904
lhs-075,cumulative_new_credit,5,-1.5654602074683026,33.59159132748271,-33.35895406701013,39.86583828691664,0.4,0.3559383262640795,0.5404777621404558,18.807016057086578,0.040645150022366364,0.02789518810216015,0.008927510941143916
lhs-076,cumulative_new_credit,5,18.83666340361923,31.302604829248317,-22.371011875245614,57.74080664503478,0.6,0.4008845212295723,0.26305674425110426,9.949340049272882,0.04218218659774411,0.024980165430574366,0.013415400627537584
lhs-077,cumulative_new_credit,5,32.45158061377187,19.246020697886404,-1.1128288488606692,47.488467065584885,0.8,0.2762858069161742,0.38241522318532656,11.462502051659435,0.04252495402457276,0.038215061680606885,0.026096225962795233
lhs-078,cumulative_new_credit,5,-2.135942906595763,14.515598286453946,-14.641403879970724,17.653829003892383,0.4,0.35175292386043266,0.3743456750731936,17.35502033469708,0.017378178855761435,0.03485182819280948,0.016044387227158407
lhs-079,cumulative_new_credit,5,29.738893575984264,57.84930975406518,-5.285643961795934,132.4272466317933,0.8,0.29451190048713644,0.42270740229541004,15.05288840508446,0.019753942909597203,0.00943879570524973,0.017464267218844795
lhs-080,cumulative_new_credit,5,0.06551613723036667,14.329666185798919,-15.81129653970548,19.019731018709138,0.4,0.26140311370002306,0.46481733078600695,16.793118920585833,0.04456147913337438,0.01887349457527746,0.013187644054630658
lhs-081,cumulative_new_credit,5,-2.4835296689773356,12.813930821251395,-22.647114792195424,12.93964206635232,0.4,0.40218336027388374,0.2440556844623317,12.993001593110735,0.015219164945118345,0.02101313478597734,0.00638810959476508
lhs-082,cumulative_new_credit,5,43.27094537541391,38.28528565770945,8.76601792046057,105.77477791196647,1.0,0.2849728616083016,0.4355829869200626,8.377003086592996,0.02513343330520354,0.005496072394637187,0.011111903374459197
lhs-083,cumulative_new_credit,5,21.275507222905837,23.105146016459166,4.044002270534435,61.32460030138344,1.0,0.4533401763895099,0.5538548641267187,13.846191732084517,0.046214650839839715,0.03605820026134129,0.008088572360347981
lhs-084,cumulative_new_credit,5,3.824082271997008,19.83621777892272,-15.866683244525206,30.652990155825478,0.4,0.2878340534742789,0.38421147137586265,19.554892087519924,0.014600471733049375,0.011749942257429181,0.014218007147127579
