run_id,cumulative_new_credit,cumulative_output,unresolved_liquidity_shortfall,mean_unfunded_share,cumulative_consumption,defaults,write_offs,resolution_cost,credit_weighted_productivity,scenario_id,rate_regime,replication
63c65db417dd954084f70125,16.851302073356308,4457.435013430967,0.0,0.05481631794131787,2733.9737442314804,0,0.0,0.0,1.0480500621691762,h7_reserve_0.20_limited_1.0,administered,19
640aed428ca662c5046a07cd,33.275605357384265,4004.9227334282205,0.0,0.07643680989320191,2023.6144474814694,0,0.0,0.0,1.065140283995194,h7_reserve_0.05_limited_0.5,administered,12
6415a7ba1c0225e627917b9b,32.88078647614296,4004.687528705304,0.0,0.09195557568125944,2023.455747743261,0,0.0,0.0,1.068104482684777,h7_reserve_0.35_unavailable_0.0,administered,12
64470cab3fa9933acfaf1918,23.921996288979013,4255.831629214326,0.0,0.05218149539036687,2403.475409403318,0,0.0,0.0,1.0160126818024817,h7_reserve_0.10_limited_1.0,administered,6
645515dd6381e10f7174ce8b,36.33464670715367,4726.480414951555,0.0,0.028706381337960243,2787.0000278417174,0,0.0,0.0,1.0859327253821969,h7_reserve_0.05_penalty_1.0,administered,2
64e31cdd65d001b3b98c3d26,4.983749226870627,4513.5496013263055,0.0,0.7716509402906461,2951.700507464503,0,0.0,0.0,1.1573077058489072,h7_reserve_0.20_limited_0.5,market,10
657fd7fd7f30e130fa74ee19,23.48591823162783,4822.617529323417,0.0,0.04293021793021784,2813.371928701469,0,0.0,0.0,1.1291271704403105,h7_reserve_0.10_limited_1.0,administered,7
658d660c33736a0630981333,6.2764091825901955,4544.967108121531,0.0,0.5840888620017476,2622.9766088484294,0,0.0,0.0,1.26350763813689,h7_reserve_0.05_penalty_1.0,market,4
65b153e6fc99259510756900,13.113490153203339,4244.851332668412,0.0,0.5175591007181297,2398.7236933485515,0,0.0,0.0,1.0244239480302655,h7_reserve_0.05_penalty_1.0,market,6
65d8c6a404d4c2f203e7754d,17.27180591437352,4601.290441895164,0.0,0.5933781011453872,2716.185758050744,0,0.0,0.0,1.1330349775451298,h7_reserve_0.35_limited_1.0,market,14
660fafcafa7fb23067aab5a8,9.546994612724045,4528.060158578217,0.0,0.6608293211418211,2755.165547837439,0,0.0,0.0,1.1370707021900175,h7_reserve_0.20_limited_0.5,market,9
6648ef62e1d4c125fa476d14,3.9402767324945884,4567.2539439376715,0.0,0.6288630351130351,3102.3255657729337,0,0.0,0.0,1.2091779267491742,h7_reserve_0.20_limited_1.0,market,3
669d2cf124f588e1f02dea82,36.023162380474254,4624.071876080224,0.0,0.025853554704129422,2728.2840105206387,0,0.0,0.0,1.0737275269818352,h7_reserve_0.05_penalty_1.0,administered,14
66ad531ddd37cd796d232e20,36.023162380474254,4624.071937154602,0.0,0.025853554704129422,2728.2841533573937,0,0.0,0.0,1.0737275269818352,h7_reserve_0.10_limited_1.0,administered,14
66bd17e5a548e3b8a7b8b12f,33.090482034306554,4480.243897413645,0.0,0.02742156859504744,2487.2247223319123,0,0.0,0.0,1.054936270189394,h7_reserve_0.10_limited_0.5,administered,16
671bdbaea63a0a2a24c69edf,22.5981879005915,4591.411502634795,0.0,0.007232905982905957,2759.221573725809,0,0.0,0.0,1.009767723590785,h7_reserve_0.35_unavailable_0.0,administered,11
